0.062516,-0.21684,-0.078586,0.18237,0.15525,-0.052077,-0.27413,0.13126,-0.018667,0.0086916,-0.13405,0.0096907,-0.16591,-0.037567,-0.10852,0.085858,0.08708,-0.028229,0.0054515,-0.18524,0.16566,0.017771,0.49825,-0.060115,-0.03963,-0.040447,0.20561,-0.00015278,0.038932,0.021281,0.12225,0.20854,-0.15019,-0.10305,0.024336,0.17046,-0.13384,0.14475,0.043067,0.2009,-0.029016,0.026135,-0.05007,0.24232,-0.055574,0.2659,0.19785,0.053218,-0.01044,-0.071679,0.13078,-0.16747,-0.19706,0.038143,-0.11836,0.14021,-0.26684,0.10444,-0.032723,0.049591,-0.15906,-0.1272,-0.19562,0.25213,-0.059239,-0.14675,-0.19621,0.092105,-0.17827,0.029465,-0.0063772,-0.017961,0.013236,-0.0054753,-0.022908,-0.098342,-0.19464,-0.063152,-0.14626,0.014474,0.15224,-0.10175,-0.045022,-0.062541,0.018374,0.15095,0.031825,0.069239,0.0060014,-0.1468,0.067074,-0.012618,0.033233,0.07672,0.080112,0.2065,-0.11308,-0.10407,-0.12162,-0.13111
-0.10432,0.14365,-0.14115,0.028685,0.14268,-0.056798,0.0093711,0.030403,0.30935,0.077305,-0.067895,-0.034449,-0.025152,0.20952,0.27124,-0.02358,-0.21189,-0.031025,-0.35661,-0.15503,0.055847,-0.093712,0.15996,0.040784,-0.067114,0.035408,0.051296,-0.070642,-0.099183,-0.18206,-0.12809,-0.046973,0.023231,-0.072119,-0.12481,0.18099,-0.020951,0.16437,-0.16267,-0.21313,-0.015406,0.23735,0.018681,0.030821,-0.065513,0.023352,0.19178,-0.048625,0.039905,-0.07717,0.019926,-0.1605,0.080244,0.049865,0.090735,-0.14975,-0.13972,-0.0041936,-0.046014,-0.033627,-0.097211,0.10322,-0.0093929,0.14668,-0.019247,-0.034366,0.13127,-0.1335,-0.018192,0.10673,-0.055783,0.11997,0.19855,-0.044352,0.077022,0.063641,-0.077742,0.033946,-0.011934,-0.2843,-0.099142,-0.13994,-0.049891,0.093477,0.042677,0.17385,0.0026092,0.056292,0.28408,-0.22872,-0.020383,-0.12019,-0.088479,0.014625,0.18789,0.086718,0.34384,0.14496,-0.0089193,-0.11482
0.035895,0.11776,-0.12665,0.026784,0.012031,-0.066196,0.0045146,0.13887,0.056468,-0.084806,0.004109,0.10063,0.11442,0.24233,0.21674,-0.11393,-0.22488,-0.042886,-0.010073,-0.057249,-0.043145,0.028286,0.21336,-0.040253,-0.31265,-0.24795,0.037367,0.048167,-0.086881,-0.11829,0.0045923,0.089112,0.096206,-0.10705,-0.2124,-0.044699,0.065827,0.11888,0.0090109,-0.16255,-0.11269,0.12128,-0.16561,-0.078037,-0.075503,0.21628,-0.022462,-0.10909,-0.0046243,-0.14082,-0.080476,0.054132,0.063645,0.0023768,-0.066367,0.0058265,0.10122,0.18804,0.13561,0.20573,-0.045391,0.29307,-0.055813,0.19727,-0.14859,0.018798,-0.11749,-0.025386,-0.093276,0.072199,-0.035606,-0.038612,0.21154,0.18802,0.051797,0.045627,-0.08875,-0.19902,-0.059442,-0.13509,0.01173,-0.088231,0.034903,-0.16057,-0.20234,0.11972,-0.0021151,0.065448,0.19036,-0.13499,-0.060703,-0.30807,-0.088754,-0.13629,-0.063383,0.090416,0.11661,0.034585,0.18064,-0.058622
-0.14179,0.054369,-0.23951,-0.058517,0.050819,-0.035105,-0.028724,-0.17002,-0.054625,0.19948,-0.12205,0.069723,-0.18369,-0.12205,0.026746,0.064429,-0.025468,-0.22257,0.097478,-0.1096,0.24903,-0.0027803,-0.013565,-0.19663,-0.053497,0.17754,-0.0041118,-0.046078,0.23732,-0.16567,-0.091384,0.37789,0.032424,-0.032756,-0.044874,-0.091941,0.12981,0.018265,-0.15109,0.11616,-0.071834,-0.018907,-0.0034389,-0.16658,0.0053549,-0.038318,0.13106,0.12057,-0.10291,-0.049232,0.13365,-0.091579,0.03087,-0.15206,0.18553,-0.2864,0.11585,-0.030582,0.011899,0.32186,-0.016748,-0.030414,-0.17323,0.12059,0.032532,0.014238,0.11599,-0.16846,0.33938,0.039959,-0.0021524,0.0023339,-0.044327,-0.10643,0.029208,0.022532,0.12285,0.01358,0.0077616,-0.054822,0.096092,-0.25626,0.020582,-0.075524,0.11758,0.060785,-0.14152,0.24455,0.10071,0.22548,-0.12935,-0.055651,0.034018,0.0061893,0.17979,0.1253,0.1164,-0.13164,-0.25545,-0.080458
-0.072913,-0.061352,-0.19504,0.093127,0.018237,0.19676,0.08556,0.27503,-0.013238,0.2901,0.25333,-0.047705,-0.1344,-0.13192,0.033418,0.033931,-0.07065,-0.19213,-0.16006,-0.027772,-0.17341,-0.22222,-0.16626,-0.14483,0.062292,0.076731,0.19102,-0.041967,-0.1668,-0.22667,0.01162,0.030447,0.12884,0.090454,0.079238,0.086553,-0.079387,0.076895,-0.14469,-0.13347,0.074884,0.050021,-0.029872,-0.082159,0.0003306,0.012808,0.011517,-0.087693,0.18107,-0.28119,0.096289,-0.0047016,0.094579,0.060703,-0.057668,-0.20682,0.098117,-0.17349,0.021124,-0.17088,-0.16191,-0.16903,0.036931,-0.0039399,0.16185,-0.083385,0.13895,-0.11249,0.030184,0.1762,-0.21071,0.12875,0.14133,-0.050052,-0.14782,0.20624,-0.13501,-0.064218,-0.046135,-0.046663,-0.31322,0.10807,-0.12963,-0.11724,-0.16022,0.076921,-0.2797,0.20935,0.065012,-0.0032921,-0.15121,-0.051105,0.13274,-0.23558,-0.045822,-0.033639,0.26928,0.067555,0.10272,0.16695
-0.12991,0.21844,-0.010532,0.12526,0.052161,0.058993,-0.17516,0.037409,0.035726,-0.013449,-0.20556,0.058276,0.10584,0.11283,0.028356,0.10634,0.10798,-0.12577,0.28074,-0.030489,0.020451,0.10011,0.090323,-0.047526,0.20014,-0.11394,-0.0032016,0.12655,0.10235,-0.047828,0.025907,0.012089,-0.059837,-0.0050705,-0.061173,0.14838,0.0064431,-0.093611,0.036507,-0.23719,0.24991,0.20366,-0.28835,0.094946,0.062975,0.27095,-0.049528,0.013265,0.058356,-0.11227,0.15111,-0.26958,0.13171,0.013296,-0.026818,0.17135,-0.14107,-0.047639,-0.034724,0.024009,-0.14884,0.2021,-0.096769,-0.15349,-0.040281,-0.0060464,0.0048335,-0.036097,-0.22188,-0.05659,-0.047567,0.079838,0.2311,-0.022944,-0.19457,-0.02513,-0.13426,-0.17105,0.32818,0.081023,-0.070513,-0.17241,0.02593,-0.030042,0.12151,0.048325,-0.071468,-0.095432,-0.12255,0.16301,0.08745,-0.20225,0.038001,-0.051228,-0.14364,0.050037,-0.32453,-0.032165,-0.071035,-0.34864
0.097155,-0.025467,-0.20146,0.13128,-0.083213,0.20693,-0.010041,0.013151,0.10104,-0.049193,0.047543,0.0077499,-0.038097,0.079693,0.13103,0.089386,0.0049801,-0.041941,-0.18599,0.26114,-0.11831,-0.30823,-0.16875,-0.073561,0.095449,0.06395,-0.30993,-0.25826,-0.038536,-0.048259,-0.048089,0.015436,-0.037407,-0.0023775,-0.0079307,-0.099576,0.026064,-0.050732,-0.20725,-0.12168,-0.20048,-0.0026885,-0.11426,-0.09411,0.12365,0.1425,-0.08733,0.028507,-0.007479,0.062059,0.0328,-0.13229,0.16593,0.068983,-0.14573,-0.21166,0.15219,-0.07845,-0.2229,-0.1633,-0.026311,-0.042062,0.057948,0.045327,-0.15376,-0.036165,0.18795,-0.053625,-0.091601,-0.049704,-0.025776,0.18885,-0.090832,0.065695,-0.031025,0.10766,-0.12267,-0.016788,0.08117,0.018261,-0.18855,-0.051896,-0.15736,0.009909,-0.040607,0.056184,-0.11725,-0.0091116,0.10033,0.031538,0.24109,0.085825,-0.077324,-0.090948,-0.18029,-0.34599,-0.15264,0.024127,0.059744,0.14506
-0.048128,-0.12817,-0.0083641,0.073924,0.033434,0.05015,0.19173,0.11836,0.10677,-0.078505,-0.28726,0.36146,-0.25204,-0.007958,-0.21131,0.056822,-0.25518,-0.13794,0.026199,-0.085641,0.036584,-0.068384,-0.013461,0.039844,0.26224,-0.17182,0.1366,0.05086,0.0072549,-0.15658,-0.010729,0.18503,0.12911,-0.046663,-0.18154,0.12418,0.36291,0.0072028,-0.12085,-0.26252,0.11582,0.3056,-0.16092,-0.06743,0.03039,0.16875,-0.050611,0.12881,-0.27212,-0.34301,0.059934,-0.19771,0.056475,0.20099,-0.17459,-0.10765,-0.050111,-0.086311,0.075522,-0.10959,-0.14007,0.28508,-0.29727,0.17165,0.022917,0.023082,-0.014598,-0.22068,0.061328,0.12768,0.17784,-0.0017343,-0.081493,-0.20633,0.095844,0.24933,0.14097,0.078401,0.071253,-0.17466,-0.017354,-0.22578,0.088501,0.0020432,-0.10871,0.16821,-0.057904,0.27875,0.21806,0.040041,0.053107,-0.12586,-0.13339,-0.27114,0.022549,0.13948,0.27457,0.012385,-0.068203,-0.22089
0.015167,-0.17221,-0.044863,0.16199,0.002169,0.070015,-0.04024,0.017418,0.25808,-0.0529,-0.062691,0.21891,-0.24211,-0.0080149,-0.19887,0.015071,-0.29181,0.0049404,-0.09555,-0.14719,0.010004,-0.15589,0.076728,-0.030091,0.31363,-0.051876,0.22854,0.14978,0.040543,-0.23698,-0.12226,0.16235,0.12893,-0.061985,-0.15207,0.090701,0.14453,-0.029646,-0.075042,-0.29245,0.11625,0.19393,-0.060071,0.078605,-0.055323,0.035253,0.020917,0.053059,-0.17108,-0.26511,0.15484,-0.20067,0.18682,0.24801,-0.031577,-0.20991,0.02216,-0.0076408,-0.068899,0.049142,-0.23126,0.14031,-0.2096,0.012666,0.14353,-0.11593,0.0027275,-0.080186,0.21492,0.088686,0.14433,0.076605,0.055121,-0.23024,0.04026,0.24172,0.0066069,0.28196,0.080986,-0.19107,0.032494,-0.16216,0.024508,0.050243,-0.078882,0.25328,-0.055868,0.27019,0.26855,-0.016999,-0.14196,-0.27822,-0.28786,-0.13182,0.0056805,0.13629,0.20669,0.092454,-0.11573,-0.22671
0.14875,-0.018373,-0.070631,0.17912,0.21858,0.22733,-0.042153,0.11957,0.0020052,0.024935,0.10934,0.27455,0.03563,0.066738,-0.031716,-0.14162,-0.22856,-0.27611,-0.27506,0.043394,0.0096305,0.047477,-0.16736,-0.19796,0.011065,-0.12638,0.080912,-0.11445,-0.04037,-0.10654,0.02065,0.066233,-0.0017412,0.029441,-0.18839,0.027274,0.22717,0.022908,-0.1462,-0.18245,-0.069872,0.17538,-0.18737,-0.096062,-0.06351,0.22637,-0.072551,0.26639,0.11423,-0.32793,0.15634,-0.10123,0.19021,0.091455,-0.12186,-0.22169,0.10533,-0.20464,-0.026216,-0.14296,-0.18324,-0.086465,0.012178,0.021054,0.05511,0.054631,-0.0060291,0.12434,-0.029758,0.040222,0.0070909,0.15779,-0.013253,-0.051115,-0.011039,0.49663,-0.18013,-0.016965,-0.1087,-0.077868,0.080308,-0.10827,-0.0088754,0.08443,0.013147,-0.027531,-0.24645,0.27296,0.007464,0.027729,0.047214,-0.19164,-0.1119,-0.15591,-0.021703,-0.022327,-0.0057096,0.0025021,-0.14477,-0.051434
0.035528,0.020697,-0.16203,0.20478,0.20186,0.15216,0.021343,-0.082034,-0.02602,-0.1338,0.017939,0.1193,-0.089842,0.024301,0.059552,-0.014284,-0.14736,-0.1609,-0.043231,0.026093,0.031599,-0.1415,-0.029388,0.069585,0.0039167,-0.012608,0.21511,0.056832,0.15194,-0.052687,-0.025171,0.10695,0.0030934,-0.11993,-0.12316,0.20877,0.086505,0.30788,0.075394,-0.080476,-0.047209,0.185,-0.11515,0.02796,-0.063157,0.15751,0.19341,0.099307,-0.0099945,-0.38884,0.22539,-0.16768,0.11532,0.082844,0.013415,0.028091,-0.08515,-0.13297,-0.2245,0.041316,-0.102,0.038708,-0.097907,0.067586,0.087426,-0.22299,0.2343,-0.097598,0.19853,-0.0022167,-0.10686,-0.085188,0.16241,-0.12731,0.031595,0.040626,0.069428,-0.16062,-0.025382,-0.052808,0.053139,-0.19959,0.1087,0.085897,7.4931e-05,-0.022098,-0.049445,0.24045,0.10817,0.023409,0.08945,-0.050554,0.051094,-0.19193,0.03292,-0.031328,0.10785,-0.0068677,-0.22152,-0.053113
-0.17087,-0.013889,-0.21836,-0.077914,0.084448,0.016228,-0.063269,-0.14588,-0.10405,0.22608,-0.21934,0.083317,-0.20345,-0.1512,-0.0056278,0.007284,-0.038268,-0.20259,0.10532,-0.16427,0.29344,0.053287,-0.022349,-0.1711,-0.043299,0.093019,0.010918,-0.071476,0.26794,-0.061962,-0.034508,0.38785,-0.00079407,0.052838,-0.059597,-0.049161,0.10563,0.13647,-0.12984,0.023503,-0.098227,-0.01111,0.092149,-0.27935,0.056808,-0.094959,0.18666,0.068091,-0.051414,-0.11471,0.0060434,-0.042612,0.019285,-0.11903,0.15544,-0.23899,0.056303,-0.033645,0.0085933,0.29143,-0.062258,-0.0028769,-0.14453,0.12864,0.08043,0.065397,0.095881,-0.10064,0.3345,0.050375,-0.0081749,0.038358,-0.047019,-0.12393,-0.0014479,-0.071263,0.14147,0.12263,0.019908,-0.055346,0.13709,-0.29246,0.049857,-0.173,0.10771,0.038214,-0.23494,0.19075,0.091317,0.15831,-0.14162,-0.03505,0.053385,0.0026578,0.14263,0.26725,0.05765,-0.097569,-0.17182,-0.097499
